2025-08-13 21:23:18,719 - Using David's voice: Microsoft David Desktop - English (United States)
2025-08-13 21:23:18,720 - Text-to-speech engine initialized with optimized audio output
2025-08-13 21:23:34,741 - Whisper model loaded successfully
2025-08-13 21:23:34,741 - Using small Vosk model: models/vosk-model-small-en-us-0.15
2025-08-13 21:23:35,616 - Vosk speech recognition initialized
2025-08-13 21:23:35,840 - Using working microphone device 2: Microsoft Sound Mapper - Output
2025-08-13 21:23:36,942 - JARVIS Assistant started
2025-08-13 21:23:36,943 - Starting JARVIS components...
2025-08-13 21:23:36,957 - Activity monitoring started
2025-08-13 21:23:36,957 - Started in text-only mode - audio input disabled
2025-08-13 21:23:37,712 - System tray started
2025-08-13 21:23:37,713 - Speaking: JARVIS assistant is now active and ready for commands
2025-08-13 21:23:37,713 - JARVIS Assistant fully started
2025-08-13 21:23:38,215 - System Event: SYSTEM_STATUS - System Status - CPU: 13.4%, Memory: 15.3%, Disk: 92.9%, Network: 2.36MB sent, 11.48MB received
2025-08-13 21:24:09,251 - System Event: SYSTEM_STATUS - System Status - CPU: 11.7%, Memory: 15.3%, Disk: 93.0%, Network: 6.05MB sent, 60.6MB received
2025-08-13 21:24:39,254 - System Event: PROCESS_STARTED - Discord.exe
2025-08-13 21:24:39,256 - System Event: PROCESS_STARTED - Discord.exe
2025-08-13 21:24:39,256 - System Event: PROCESS_STARTED - Discord.exe
2025-08-13 21:24:39,256 - System Event: PROCESS_STARTED - Discord.exe
2025-08-13 21:24:39,256 - System Event: PROCESS_STARTED - Discord.exe
2025-08-13 21:24:39,257 - System Event: PROCESS_STARTED - Discord.exe
2025-08-13 21:24:39,262 - System Event: PROCESS_STARTED - Discord.exe
2025-08-13 21:24:40,272 - System Event: SYSTEM_STATUS - System Status - CPU: 28.2%, Memory: 17.2%, Disk: 93.0%, Network: 7.68MB sent, 90.87MB received
2025-08-13 21:25:11,294 - System Event: SYSTEM_STATUS - System Status - CPU: 7.2%, Memory: 18.2%, Disk: 93.0%, Network: 13.74MB sent, 213.56MB received
2025-08-13 21:25:42,318 - System Event: SYSTEM_STATUS - System Status - CPU: 40.6%, Memory: 19.6%, Disk: 93.1%, Network: 20.8MB sent, 358.76MB received
2025-08-13 21:26:13,335 - System Event: SYSTEM_STATUS - System Status - CPU: 19.6%, Memory: 19.0%, Disk: 93.1%, Network: 39.54MB sent, 490.72MB received
2025-08-13 21:26:44,350 - System Event: SYSTEM_STATUS - System Status - CPU: 18.5%, Memory: 18.8%, Disk: 93.1%, Network: 62.71MB sent, 616.99MB received
2025-08-13 21:27:15,364 - System Event: SYSTEM_STATUS - System Status - CPU: 20.5%, Memory: 18.6%, Disk: 93.2%, Network: 86.08MB sent, 748.74MB received
2025-08-13 21:27:46,441 - System Event: SYSTEM_STATUS - System Status - CPU: 42.7%, Memory: 18.7%, Disk: 93.2%, Network: 96.8MB sent, 877.91MB received
2025-08-13 21:28:16,448 - System Event: PROCESS_STARTED - cmd.exe
2025-08-13 21:28:17,460 - System Event: SYSTEM_STATUS - System Status - CPU: 51.3%, Memory: 19.4%, Disk: 93.2%, Network: 101.23MB sent, 1003.06MB received
2025-08-13 21:28:48,477 - System Event: SYSTEM_STATUS - System Status - CPU: 31.6%, Memory: 20.8%, Disk: 93.2%, Network: 104.94MB sent, 1118.1MB received
2025-08-13 21:29:19,499 - System Event: SYSTEM_STATUS - System Status - CPU: 100.0%, Memory: 21.4%, Disk: 93.3%, Network: 108.7MB sent, 1244.62MB received
2025-08-13 21:29:50,524 - System Event: SYSTEM_STATUS - System Status - CPU: 16.3%, Memory: 20.6%, Disk: 93.3%, Network: 112.81MB sent, 1381.35MB received
2025-08-13 21:30:21,538 - System Event: SYSTEM_STATUS - System Status - CPU: 19.1%, Memory: 20.5%, Disk: 93.3%, Network: 116.6MB sent, 1515.15MB received
2025-08-13 21:30:52,553 - System Event: SYSTEM_STATUS - System Status - CPU: 23.7%, Memory: 20.4%, Disk: 93.4%, Network: 131.0MB sent, 1623.49MB received
2025-08-13 21:31:23,568 - System Event: SYSTEM_STATUS - System Status - CPU: 20.0%, Memory: 20.3%, Disk: 93.4%, Network: 154.45MB sent, 1754.57MB received
2025-08-13 21:31:54,599 - System Event: SYSTEM_STATUS - System Status - CPU: 19.1%, Memory: 20.2%, Disk: 93.4%, Network: 177.65MB sent, 1883.37MB received
