2025-09-14 03:55:49,205 - pyttsx3 voice: Microsoft David Desktop - English (United States)
2025-09-14 03:55:49,206 - Local pyttsx3 TTS ready
2025-09-14 03:56:04,565 - Whisper model loaded successfully
2025-09-14 03:56:04,566 - Using small Vosk model: models/vosk-model-small-en-us-0.15
2025-09-14 03:56:05,379 - Vosk speech recognition initialized
2025-09-14 03:56:05,599 - Using working microphone device 2: Headset (Jabra Evolve2 55 v Han
2025-09-14 03:56:05,635 - Microphone initialized successfully
2025-09-14 03:56:06,652 - JARVIS Assistant started
2025-09-14 03:56:06,652 - Starting JARVIS components...
2025-09-14 03:56:06,663 - Activity monitoring started
2025-09-14 03:56:06,675 - Audio capture loop started with noise filtering
2025-09-14 03:56:06,689 - Speech recognition processing started
2025-09-14 03:56:06,704 - System Event: PROCESS_STARTED - chrome.exe
2025-09-14 03:56:06,711 - Started listening for hotword
2025-09-14 03:56:06,711 - Keyboard override: Press 'h' key to manually trigger hotword
2025-09-14 03:56:06,899 - System Event: PROCESS_STARTED - chrome.exe
2025-09-14 03:56:06,899 - System Event: PROCESS_STARTED - chrome.exe
2025-09-14 03:56:06,908 - System Event: PROCESS_STARTED - chrome.exe
2025-09-14 03:56:06,908 - System Event: PROCESS_STARTED - chrome.exe
2025-09-14 03:56:06,908 - System Event: PROCESS_STARTED - chrome.exe
2025-09-14 03:56:06,908 - System Event: PROCESS_STARTED - chrome.exe
2025-09-14 03:56:06,910 - System Event: PROCESS_STARTED - chrome.exe
2025-09-14 03:56:07,419 - System tray started
2025-09-14 03:56:07,420 - Speaking (pyttsx3): JARVIS assistant is now active and ready for commands
2025-09-14 03:56:07,420 - JARVIS Assistant fully started
2025-09-14 03:56:07,923 - System Event: SYSTEM_STATUS - System Status - CPU: 10.9%, Memory: 16.4%, Disk: 96.9%, Network: 0.0MB sent, 0.0MB received
2025-09-14 03:56:38,952 - System Event: SYSTEM_STATUS - System Status - CPU: 59.6%, Memory: 17.3%, Disk: 96.9%, Network: 0.0MB sent, 0.0MB received
2025-09-14 03:57:10,012 - System Event: SYSTEM_STATUS - System Status - CPU: 19.4%, Memory: 17.7%, Disk: 96.9%, Network: 0.0MB sent, 0.0MB received
2025-09-14 03:57:41,026 - System Event: SYSTEM_STATUS - System Status - CPU: 0.6%, Memory: 17.8%, Disk: 96.8%, Network: 0.0MB sent, 0.0MB received
2025-09-14 03:58:12,040 - System Event: SYSTEM_STATUS - System Status - CPU: 0.2%, Memory: 17.6%, Disk: 96.8%, Network: 0.0MB sent, 0.0MB received
2025-09-14 03:58:43,053 - System Event: SYSTEM_STATUS - System Status - CPU: 0.0%, Memory: 17.6%, Disk: 96.8%, Network: 0.0MB sent, 0.0MB received
2025-09-14 03:59:14,066 - System Event: SYSTEM_STATUS - System Status - CPU: 0.6%, Memory: 17.7%, Disk: 96.8%, Network: 0.0MB sent, 0.0MB received
2025-09-14 03:59:45,081 - System Event: SYSTEM_STATUS - System Status - CPU: 1.2%, Memory: 17.2%, Disk: 96.8%, Network: 0.0MB sent, 0.0MB received
2025-09-14 04:00:16,094 - System Event: SYSTEM_STATUS - System Status - CPU: 0.4%, Memory: 17.2%, Disk: 96.8%, Network: 0.0MB sent, 0.0MB received
2025-09-14 04:00:47,110 - System Event: SYSTEM_STATUS - System Status - CPU: 0.6%, Memory: 17.3%, Disk: 96.8%, Network: 0.0MB sent, 0.0MB received
2025-09-14 04:01:18,124 - System Event: SYSTEM_STATUS - System Status - CPU: 0.0%, Memory: 17.2%, Disk: 96.8%, Network: 0.0MB sent, 0.0MB received
2025-09-14 04:01:49,138 - System Event: SYSTEM_STATUS - System Status - CPU: 0.2%, Memory: 17.2%, Disk: 96.8%, Network: 0.0MB sent, 0.0MB received
2025-09-14 04:02:20,152 - System Event: SYSTEM_STATUS - System Status - CPU: 0.0%, Memory: 17.2%, Disk: 96.8%, Network: 0.0MB sent, 0.0MB received
2025-09-14 04:02:51,164 - System Event: SYSTEM_STATUS - System Status - CPU: 0.0%, Memory: 17.2%, Disk: 96.8%, Network: 0.0MB sent, 0.0MB received
2025-09-14 04:03:22,178 - System Event: SYSTEM_STATUS - System Status - CPU: 0.4%, Memory: 17.2%, Disk: 96.8%, Network: 0.0MB sent, 0.0MB received
2025-09-14 04:03:53,191 - System Event: SYSTEM_STATUS - System Status - CPU: 1.0%, Memory: 17.2%, Disk: 96.8%, Network: 0.0MB sent, 0.0MB received
