2025-10-13 23:23:31,941 - pyttsx3 voice: Microsoft David Desktop - English (United States)
2025-10-13 23:23:31,942 - Local pyttsx3 TTS ready
2025-10-13 23:23:49,280 - Whisper model loaded successfully
2025-10-13 23:23:49,280 - Using small Vosk model: models/vosk-model-small-en-us-0.15
2025-10-13 23:23:50,146 - Vosk speech recognition initialized
2025-10-13 23:23:50,224 - Using working microphone device 2: Microsoft Sound Mapper - Output
2025-10-13 23:23:51,756 - JARVIS Assistant started
2025-10-13 23:23:51,756 - Starting JARVIS components...
2025-10-13 23:23:51,770 - Activity monitoring started
2025-10-13 23:23:51,799 - Started in text-only mode - audio input disabled
2025-10-13 23:23:52,692 - System tray started
2025-10-13 23:23:52,693 - Speaking (pyttsx3): JARVIS assistant is now active and ready for commands
2025-10-13 23:23:52,693 - JARVIS Assistant fully started
2025-10-13 23:23:53,131 - System Event: SYSTEM_STATUS - System Status - CPU: 20.2%, Memory: 20.3%, Disk: 94.7%, Network: 853.72MB sent, 3362.22MB received
2025-10-13 23:24:24,159 - System Event: SYSTEM_STATUS - System Status - CPU: 11.6%, Memory: 20.4%, Disk: 94.7%, Network: 854.73MB sent, 3363.55MB received
2025-10-13 23:24:55,178 - System Event: SYSTEM_STATUS - System Status - CPU: 4.9%, Memory: 20.5%, Disk: 94.7%, Network: 855.01MB sent, 3364.12MB received
2025-10-13 23:25:26,206 - System Event: SYSTEM_STATUS - System Status - CPU: 13.5%, Memory: 21.8%, Disk: 94.7%, Network: 857.0MB sent, 3389.66MB received
2025-10-13 23:25:57,227 - System Event: SYSTEM_STATUS - System Status - CPU: 1.4%, Memory: 20.8%, Disk: 94.7%, Network: 857.38MB sent, 3392.16MB received
2025-10-13 23:26:28,245 - System Event: SYSTEM_STATUS - System Status - CPU: 2.4%, Memory: 20.6%, Disk: 94.7%, Network: 857.52MB sent, 3392.32MB received
2025-10-13 23:26:59,269 - System Event: SYSTEM_STATUS - System Status - CPU: 4.0%, Memory: 20.6%, Disk: 94.7%, Network: 857.59MB sent, 3392.91MB received
2025-10-13 23:27:30,290 - System Event: SYSTEM_STATUS - System Status - CPU: 29.6%, Memory: 21.2%, Disk: 94.7%, Network: 857.88MB sent, 3393.42MB received
2025-10-13 23:28:01,308 - System Event: SYSTEM_STATUS - System Status - CPU: 19.8%, Memory: 21.1%, Disk: 94.7%, Network: 859.57MB sent, 3483.42MB received
2025-10-13 23:28:31,317 - System Event: PROCESS_STARTED - cmd.exe
2025-10-13 23:28:32,329 - System Event: SYSTEM_STATUS - System Status - CPU: 11.7%, Memory: 21.3%, Disk: 94.7%, Network: 861.14MB sent, 3544.21MB received
