2025-08-12 20:53:29,588 - Using David's voice: Microsoft David Desktop - English (United States)
2025-08-12 20:53:29,588 - Text-to-speech engine initialized with optimized audio output
2025-08-12 20:53:47,632 - Whisper model loaded successfully
2025-08-12 20:53:47,634 - Using small Vosk model: models/vosk-model-small-en-us-0.15
2025-08-12 20:53:48,562 - Vosk speech recognition initialized
2025-08-12 20:53:48,658 - Using working microphone device 2: Microsoft Sound Mapper - Output
2025-08-12 20:53:50,589 - JARVIS Assistant started
2025-08-12 20:53:50,589 - Starting JARVIS components...
2025-08-12 20:53:50,598 - Activity monitoring started
2025-08-12 20:53:50,600 - System Event: PROCESS_STARTED - chrome.exe
2025-08-12 20:53:50,600 - Started in text-only mode - audio input disabled
2025-08-12 20:53:50,622 - System Event: PROCESS_STARTED - Discord.exe
2025-08-12 20:53:50,644 - System Event: PROCESS_STARTED - Discord.exe
2025-08-12 20:53:50,727 - System Event: PROCESS_STARTED - chrome.exe
2025-08-12 20:53:50,821 - System Event: PROCESS_STARTED - Discord.exe
2025-08-12 20:53:50,865 - System Event: PROCESS_STARTED - Discord.exe
2025-08-12 20:53:50,877 - System Event: PROCESS_STARTED - chrome.exe
2025-08-12 20:53:50,878 - System Event: PROCESS_STARTED - chrome.exe
2025-08-12 20:53:50,887 - System Event: PROCESS_STARTED - Discord.exe
2025-08-12 20:53:50,907 - System Event: PROCESS_STARTED - chrome.exe
2025-08-12 20:53:50,915 - System Event: PROCESS_STARTED - Discord.exe
2025-08-12 20:53:50,926 - System Event: PROCESS_STARTED - chrome.exe
2025-08-12 20:53:50,931 - System Event: PROCESS_STARTED - chrome.exe
2025-08-12 20:53:50,944 - System Event: PROCESS_STARTED - Discord.exe
2025-08-12 20:53:50,953 - System Event: PROCESS_STARTED - chrome.exe
2025-08-12 20:53:51,511 - System tray started
2025-08-12 20:53:51,512 - Speaking: JARVIS assistant is now active and ready for commands
2025-08-12 20:53:51,512 - JARVIS Assistant fully started
2025-08-12 20:53:51,988 - System Event: SYSTEM_STATUS - System Status - CPU: 21.9%, Memory: 19.5%, Disk: 92.7%, Network: 4865.17MB sent, 5007.32MB received
2025-08-12 20:53:56,692 - Status requested: Listening for hotword | Monitoring active | Speaking
2025-08-12 20:53:59,046 - Status requested: Listening for hotword | Monitoring active | Speaking
2025-08-12 20:54:23,010 - System Event: SYSTEM_STATUS - System Status - CPU: 22.9%, Memory: 19.9%, Disk: 92.7%, Network: 4867.94MB sent, 5050.57MB received
2025-08-12 20:54:54,030 - System Event: SYSTEM_STATUS - System Status - CPU: 6.9%, Memory: 20.1%, Disk: 92.7%, Network: 4870.4MB sent, 5092.54MB received
2025-08-12 20:55:25,044 - System Event: SYSTEM_STATUS - System Status - CPU: 5.4%, Memory: 20.3%, Disk: 92.7%, Network: 4871.28MB sent, 5105.14MB received
2025-08-12 20:55:56,060 - System Event: SYSTEM_STATUS - System Status - CPU: 38.7%, Memory: 20.3%, Disk: 92.7%, Network: 4872.97MB sent, 5133.57MB received
2025-08-12 20:56:27,119 - System Event: SYSTEM_STATUS - System Status - CPU: 58.6%, Memory: 22.0%, Disk: 93.0%, Network: 4880.55MB sent, 5291.58MB received
2025-08-12 20:56:57,123 - System Event: PROCESS_CLOSED - chrome.exe
2025-08-12 20:56:58,133 - System Event: SYSTEM_STATUS - System Status - CPU: 16.7%, Memory: 20.5%, Disk: 92.9%, Network: 4883.45MB sent, 5364.09MB received
2025-08-12 20:57:29,149 - System Event: SYSTEM_STATUS - System Status - CPU: 13.1%, Memory: 21.1%, Disk: 92.9%, Network: 4883.53MB sent, 5364.17MB received
2025-08-12 20:58:00,173 - System Event: SYSTEM_STATUS - System Status - CPU: 100.0%, Memory: 23.2%, Disk: 92.9%, Network: 4884.67MB sent, 5378.89MB received
2025-08-12 20:58:30,185 - System Event: PROCESS_STARTED - cmd.exe
2025-08-12 20:58:31,209 - System Event: SYSTEM_STATUS - System Status - CPU: 6.0%, Memory: 24.2%, Disk: 93.0%, Network: 4886.86MB sent, 5434.5MB received
2025-08-12 20:59:02,225 - System Event: SYSTEM_STATUS - System Status - CPU: 6.6%, Memory: 24.5%, Disk: 93.0%, Network: 4888.24MB sent, 5455.52MB received
2025-08-12 20:59:33,240 - System Event: SYSTEM_STATUS - System Status - CPU: 4.3%, Memory: 23.9%, Disk: 93.0%, Network: 4888.84MB sent, 5473.88MB received
2025-08-12 21:00:04,255 - System Event: SYSTEM_STATUS - System Status - CPU: 5.3%, Memory: 24.2%, Disk: 93.0%, Network: 4888.93MB sent, 5474.01MB received
2025-08-12 21:00:35,271 - System Event: SYSTEM_STATUS - System Status - CPU: 11.3%, Memory: 24.5%, Disk: 93.0%, Network: 4889.81MB sent, 5480.26MB received
2025-08-12 23:28:00,985 - System Event: SYSTEM_STATUS - System Status - CPU: 46.0%, Memory: 25.8%, Disk: 93.0%, Network: 4889.81MB sent, 5480.26MB received
2025-08-12 23:28:32,060 - System Event: SYSTEM_STATUS - System Status - CPU: 10.8%, Memory: 26.5%, Disk: 93.0%, Network: 9771.5MB sent, 10753.29MB received
2025-08-12 23:29:03,076 - System Event: SYSTEM_STATUS - System Status - CPU: 2.1%, Memory: 26.7%, Disk: 93.0%, Network: 9771.99MB sent, 10760.15MB received
2025-08-12 23:29:34,092 - System Event: SYSTEM_STATUS - System Status - CPU: 9.3%, Memory: 26.2%, Disk: 93.0%, Network: 9772.47MB sent, 10769.86MB received
2025-08-12 23:30:05,106 - System Event: SYSTEM_STATUS - System Status - CPU: 0.6%, Memory: 25.9%, Disk: 93.1%, Network: 9772.51MB sent, 10769.94MB received
2025-08-12 23:30:36,135 - System Event: SYSTEM_STATUS - System Status - CPU: 30.6%, Memory: 27.2%, Disk: 93.1%, Network: 9773.87MB sent, 10788.83MB received
2025-08-12 23:31:07,182 - System Event: SYSTEM_STATUS - System Status - CPU: 11.9%, Memory: 27.0%, Disk: 93.1%, Network: 9795.53MB sent, 10805.67MB received
2025-08-12 23:31:38,198 - System Event: SYSTEM_STATUS - System Status - CPU: 7.2%, Memory: 26.7%, Disk: 93.1%, Network: 9801.19MB sent, 10811.49MB received
2025-08-12 23:32:09,216 - System Event: SYSTEM_STATUS - System Status - CPU: 31.4%, Memory: 26.7%, Disk: 93.0%, Network: 9801.93MB sent, 10811.78MB received
2025-08-12 23:32:40,236 - System Event: SYSTEM_STATUS - System Status - CPU: 7.2%, Memory: 26.6%, Disk: 93.0%, Network: 9803.21MB sent, 10813.66MB received
2025-08-12 23:33:11,254 - System Event: SYSTEM_STATUS - System Status - CPU: 19.0%, Memory: 26.8%, Disk: 93.0%, Network: 9804.22MB sent, 10817.31MB received
2025-08-12 23:33:42,272 - System Event: SYSTEM_STATUS - System Status - CPU: 20.3%, Memory: 26.8%, Disk: 93.0%, Network: 9805.14MB sent, 10821.2MB received
2025-08-12 23:34:13,287 - System Event: SYSTEM_STATUS - System Status - CPU: 14.4%, Memory: 27.2%, Disk: 93.0%, Network: 9806.41MB sent, 10831.08MB received
2025-08-12 23:34:44,355 - System Event: SYSTEM_STATUS - System Status - CPU: 14.0%, Memory: 27.1%, Disk: 93.0%, Network: 9807.74MB sent, 10849.25MB received
2025-08-12 23:35:15,372 - System Event: SYSTEM_STATUS - System Status - CPU: 10.5%, Memory: 26.8%, Disk: 93.0%, Network: 9808.82MB sent, 10858.83MB received
2025-08-12 23:35:46,438 - System Event: SYSTEM_STATUS - System Status - CPU: 18.1%, Memory: 26.8%, Disk: 93.0%, Network: 9809.8MB sent, 10866.27MB received
2025-08-12 23:36:17,452 - System Event: SYSTEM_STATUS - System Status - CPU: 7.0%, Memory: 26.6%, Disk: 93.0%, Network: 9810.66MB sent, 10866.64MB received
2025-08-12 23:36:48,478 - System Event: SYSTEM_STATUS - System Status - CPU: 14.6%, Memory: 26.6%, Disk: 93.0%, Network: 9811.62MB sent, 10874.41MB received
2025-08-12 23:37:19,495 - System Event: SYSTEM_STATUS - System Status - CPU: 12.9%, Memory: 26.5%, Disk: 93.0%, Network: 9812.56MB sent, 10880.38MB received
2025-08-12 23:37:50,513 - System Event: SYSTEM_STATUS - System Status - CPU: 20.1%, Memory: 26.6%, Disk: 93.0%, Network: 9813.66MB sent, 10891.59MB received
2025-08-12 23:38:21,530 - System Event: SYSTEM_STATUS - System Status - CPU: 6.2%, Memory: 26.4%, Disk: 93.0%, Network: 9814.4MB sent, 10891.89MB received
