2025-08-22 14:07:49,325 - Using David's voice: Microsoft David Desktop - English (United States)
2025-08-22 14:07:49,325 - Text-to-speech engine initialized with optimized audio output
2025-08-22 14:08:34,995 - Whisper model loaded successfully
2025-08-22 14:08:34,997 - Using small Vosk model: models/vosk-model-small-en-us-0.15
2025-08-22 14:08:39,237 - Vosk speech recognition initialized
2025-08-22 14:08:39,696 - Using working microphone device 2: Microsoft Sound Mapper - Output
2025-08-22 14:08:42,195 - JARVIS Assistant started
2025-08-22 14:08:42,196 - Starting JARVIS components...
2025-08-22 14:08:42,207 - Activity monitoring started
2025-08-22 14:08:42,243 - Started in text-only mode - audio input disabled
2025-08-22 14:08:42,332 - System Event: PROCESS_STARTED - chrome.exe
2025-08-22 14:08:42,745 - System Event: PROCESS_STARTED - chrome.exe
2025-08-22 14:08:43,033 - System Event: PROCESS_STARTED - chrome.exe
2025-08-22 14:08:43,135 - System Event: PROCESS_STARTED - chrome.exe
2025-08-22 14:08:43,268 - System Event: PROCESS_STARTED - chrome.exe
2025-08-22 14:08:43,292 - System Event: PROCESS_STARTED - chrome.exe
2025-08-22 14:08:43,293 - System Event: PROCESS_STARTED - chrome.exe
2025-08-22 14:08:43,293 - System Event: PROCESS_STARTED - chrome.exe
2025-08-22 14:08:43,302 - System Event: PROCESS_STARTED - chrome.exe
2025-08-22 14:08:43,303 - System Event: PROCESS_STARTED - chrome.exe
2025-08-22 14:08:43,321 - System Event: PROCESS_STARTED - chrome.exe
2025-08-22 14:08:44,439 - System Event: SYSTEM_STATUS - System Status - CPU: 100.0%, Memory: 18.7%, Disk: 91.6%, Network: 4244.33MB sent, 4228.05MB received
2025-08-22 14:08:46,416 - System tray started
2025-08-22 14:08:46,419 - Speaking: JARVIS assistant is now active and ready for commands
2025-08-22 14:08:46,419 - JARVIS Assistant fully started
2025-08-22 14:09:15,479 - System Event: SYSTEM_STATUS - System Status - CPU: 14.0%, Memory: 19.0%, Disk: 91.6%, Network: 4245.76MB sent, 4245.21MB received
2025-08-22 14:09:46,589 - System Event: SYSTEM_STATUS - System Status - CPU: 51.3%, Memory: 21.4%, Disk: 91.6%, Network: 4246.98MB sent, 4247.31MB received
2025-08-22 14:10:17,659 - System Event: SYSTEM_STATUS - System Status - CPU: 37.5%, Memory: 19.3%, Disk: 91.6%, Network: 4247.31MB sent, 4247.92MB received
2025-08-22 14:10:48,675 - System Event: SYSTEM_STATUS - System Status - CPU: 7.8%, Memory: 19.0%, Disk: 91.6%, Network: 4247.34MB sent, 4247.95MB received
2025-08-22 14:11:18,690 - System Event: PROCESS_STARTED - cmd.exe
2025-08-22 14:11:19,708 - System Event: SYSTEM_STATUS - System Status - CPU: 6.2%, Memory: 19.0%, Disk: 91.6%, Network: 4247.52MB sent, 4248.25MB received
2025-08-22 14:11:50,736 - System Event: SYSTEM_STATUS - System Status - CPU: 13.0%, Memory: 19.0%, Disk: 91.6%, Network: 4247.77MB sent, 4248.93MB received
2025-08-22 14:12:21,774 - System Event: SYSTEM_STATUS - System Status - CPU: 2.3%, Memory: 18.9%, Disk: 91.6%, Network: 4247.91MB sent, 4249.32MB received
2025-08-22 14:12:52,809 - System Event: SYSTEM_STATUS - System Status - CPU: 11.5%, Memory: 18.9%, Disk: 91.6%, Network: 4248.03MB sent, 4249.46MB received
